Full Name,Title,Diversity Flag,Firm,Type,Location,Crunchbase URL,LinkedIn URL
Maia Sharpley,Partner,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recPNVpzkvtE3SkY5"":[""Venture Capital""]},""foreignRowIdOrder"":[""recPNVpzkvtE3SkY5""]}","San Francisco, CA",https://www.crunchbase.com/person/maia-sharpley,https://www.linkedin.com/in/maiasharpley/
Jodi Hubler,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recg6vzXBsSCInsn3"":[""Venture Capital""]},""foreignRowIdOrder"":[""recg6vzXBsSCInsn3""]}","Minneapolis, MN",https://www.crunchbase.com/person/jodi-hubler,http://www.linkedin.com/pub/jodi-hubler/0/ba8/64a
Helen Zelman Boniske,"Co-Founder, Partner",Female,[object Object],"{""valuesByForeignRowId"":{""recLgJJSEqmiSB9FF"":[""Venture Capital""]},""foreignRowIdOrder"":[""recLgJJSEqmiSB9FF""]}","San Francisco, CA",https://www.crunchbase.com/person/helen-zelman,http://www.linkedin.com/in/helenzelman
Andrea Hippeau,Principal,Female,[object Object],"{""valuesByForeignRowId"":{""recEXExHU5aF9bKtm"":[""Venture Capital""]},""foreignRowIdOrder"":[""recEXExHU5aF9bKtm""]}","New York, NY",https://www.crunchbase.com/person/andrea-hippeau,https://www.linkedin.com/in/andrea-hippeau-64658227/
Nicole Quinn,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recrgTFuLJwCow9Bi"":[""Venture Capital""]},""foreignRowIdOrder"":[""recrgTFuLJwCow9Bi""]}","San Francisco, CA",https://www.crunchbase.com/person/nicole-quinn,https://www.linkedin.com/in/nicole-quinn-a5435114/
Jean George,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recK1FLszI7UzVf1Y"":[""Venture Capital""]},""foreignRowIdOrder"":[""recK1FLszI7UzVf1Y""]}","Boston, MA",https://www.crunchbase.com/person/jean-george,http://www.linkedin.com/pub/jean-george/b/669/178
Juliet Tammenoms Bakker,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recys4fiLmrQIaHRj"":[""Venture Capital""]},""foreignRowIdOrder"":[""recys4fiLmrQIaHRj""]}","New York, NY",https://www.crunchbase.com/person/juliet-tammenoms-bakker,https://www.linkedin.com/in/juliet-tammenoms-bakker-2a8a6240/
Lorine Pendleton,Angel,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""recdHhtYNf51EuAQY"":[""Angel""]},""foreignRowIdOrder"":[""recdHhtYNf51EuAQY""]}","New York, NY",https://www.crunchbase.com/person/lorine-pendleton,https://www.linkedin.com/in/lorinependleton/
David Hunegnaw,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recoGBL3k8tAjsYAS"":[""Venture Capital""]},""foreignRowIdOrder"":[""recoGBL3k8tAjsYAS""]}","Columbus, OH",https://www.crunchbase.com/person/david-hunegnaw,http://www.linkedin.com/in/hunegnaw
Renata Quintini,Partner,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recTniJUD5FQ6atm0"":[""Venture Capital""]},""foreignRowIdOrder"":[""recTniJUD5FQ6atm0""]}","San Francisco, CA",https://www.crunchbase.com/person/renata-quintini,http://www.linkedin.com/pub/renata-quintini/0/a19/949
Elliot Robinson,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recgpXdphBErjxRZQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recgpXdphBErjxRZQ""]}","San Francisco, CA",https://www.crunchbase.com/person/elliott-robinson#section-overview,
Leo de Luna,"General Manager, Managing Director",PoC,[object Object],"{""valuesByForeignRowId"":{""recgpXdphBErjxRZQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recgpXdphBErjxRZQ""]}","New York, NY, San Francisco, CA",,https://www.linkedin.com/in/leo-de-luna-313226/
Lisa Nelson,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recgpXdphBErjxRZQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recgpXdphBErjxRZQ""]}","Seattle, WA",https://www.crunchbase.com/person/lisa-nelson-2,https://www.linkedin.com/in/lisa-nelson-26233a1/
Rashmi Gopinath,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recgpXdphBErjxRZQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recgpXdphBErjxRZQ""]}","San Francisco, CA",https://www.crunchbase.com/person/rashmi-gopinath,https://www.linkedin.com/in/rashmigopinath/
Ryan Smith,Director of Venture Capital and Private Equity ,PoC,[object Object],"{""valuesByForeignRowId"":{""recbcUGbqHTQi1JIf"":[""Venture Capital""]},""foreignRowIdOrder"":[""recbcUGbqHTQi1JIf""]}","Los Angeles, CA",https://www.crunchbase.com/person/noramay-cadena,
Noramay Cadena,Managing Director,"PoC, Female",[object Object],"{""valuesByForeignRowId"":{""rec9hFHExMHeD65Ub"":[""Accelerator""]},""foreignRowIdOrder"":[""rec9hFHExMHeD65Ub""]}","Los Angeles, CA",https://www.crunchbase.com/person/noramay-cadena,https://www.linkedin.com/in/noramay
Rashaun Williams,General Partner (The All-Star Fund),PoC,[object Object],"{""valuesByForeignRowId"":{""recMrVjemnpa6cnMp"":[""Venture Capital""]},""foreignRowIdOrder"":[""recMrVjemnpa6cnMp""]}","Los Angeles, CA",https://www.crunchbase.com/person/rashaun-williams-2,https://www.linkedin.com/in/rashaunlwilliams/
Dana Wright,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec2NnI8vtGmWtfgI"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec2NnI8vtGmWtfgI""]}","Chicago, IL",https://www.crunchbase.com/person/dana-wright,https://www.linkedin.com/in/dlwright
Alexa McLain,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recN8Ww7y3KfI6m0Q"":[""Venture Capital""]},""foreignRowIdOrder"":[""recN8Ww7y3KfI6m0Q""]}","San Francisco, CA",https://www.crunchbase.com/person/alexa-mclain,https://www.linkedin.com/in/alexamclain/
Antonio Rodriguez,General Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recN8Ww7y3KfI6m0Q"":[""Venture Capital""]},""foreignRowIdOrder"":[""recN8Ww7y3KfI6m0Q""]}","Boston, MA",https://www.crunchbase.com/person/antonio-rodriguez,http://www.linkedin.com/in/antrod
Anarghya Vardhana,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec0WS9EKxXUh4Xgb"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec0WS9EKxXUh4Xgb""]}","San Francisco, CA",https://www.crunchbase.com/person/anarghya-vardhana,https://www.linkedin.com/in/anarghya-vardhana-b8540a27/
Jessica Peltz-Zatulove,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recHgOiGAIitlUY7O"":[""Venture Capital""]},""foreignRowIdOrder"":[""recHgOiGAIitlUY7O""]}","New York, NY",https://www.crunchbase.com/person/jessica-peltz,https://www.linkedin.com/in/jessicapeltz
Michael Thompson,Founder & Managing Director,PoC,[object Object],"{""valuesByForeignRowId"":{""recSNgyQGjId7fXmR"":[""Venture Capital""]},""foreignRowIdOrder"":[""recSNgyQGjId7fXmR""]}","Chicago, IL",https://www.crunchbase.com/person/michael-thompson-1f6f,https://www.linkedin.com/in/mthompsond3/
Carmelo Anthony,Co-founder & Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recgEyxaS5NUBxvDV"":[""Venture Capital""]},""foreignRowIdOrder"":[""recgEyxaS5NUBxvDV""]}","New York, NY",https://www.crunchbase.com/person/carmelo-anthony,
Naomi Pilsof Ionita,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recey3R0QhQUva2cL"":[""Venture Capital""]},""foreignRowIdOrder"":[""recey3R0QhQUva2cL""]}","San Francisco, CA",https://www.crunchbase.com/person/naomi-pilosof-ionita,
Alexsis de Raadt-St. James,Managing General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec1iiN8yct54D1Ke"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec1iiN8yct54D1Ke""]}","San Francisco, CA",https://www.crunchbase.com/person/alexsis-de-raadt-st-james,https://www.linkedin.com/in/alexsis-de-raadt-st-james-7230a2a
Merritt Hummer,"Angel, Principal",Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""reclTErOpBlo0d15b"":[""Angel""],""recoJJnqLUJ2xyFxd"":[""Venture Capital""]},""foreignRowIdOrder"":[""reclTErOpBlo0d15b"",""recoJJnqLUJ2xyFxd""]}","New York, NY",,https://www.linkedin.com/in/merritt-hummer-aa187712/
Clelia Peters,Co-founder & Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recNQUmWho7cQ6bum"":[""Venture Capital""]},""foreignRowIdOrder"":[""recNQUmWho7cQ6bum""]}","New York, NY",https://www.crunchbase.com/person/clelia-peters,
Crystal McKellar,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recz2vGUFxTJ76LzM"":[""Venture Capital""]},""foreignRowIdOrder"":[""recz2vGUFxTJ76LzM""]}","San Francisco, CA",https://www.crunchbase.com/person/crystal-mckellar,https://www.linkedin.com/in/crystal-mckellar-08562a3/
Karen Buckner,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recpnzxHq0fTCfs28"":[""Venture Capital""]},""foreignRowIdOrder"":[""recpnzxHq0fTCfs28""]}","Chicago, IL",https://www.crunchbase.com/person/karen-buckner,http://www.linkedin.com/pub/karen-buckner/3/2ab/ab9
Constance Freedman,"Founder, Managing Partner",Female,[object Object],"{""valuesByForeignRowId"":{""recNtbjTQ7oxmgFhf"":[""Venture Capital""]},""foreignRowIdOrder"":[""recNtbjTQ7oxmgFhf""]}","Chicago, IL",https://www.crunchbase.com/person/constance-freedman,http://www.linkedin.com/in/cfreedman
Monique Villa,Associate,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recDnCTvtuvRHtD3w"":[""Venture Capital""]},""foreignRowIdOrder"":[""recDnCTvtuvRHtD3w""]}","Nashville, TN",https://www.crunchbase.com/organization/muckercapital,https://www.linkedin.com/in/moniquevilla/
Jacqueline LeSage Krause,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""reclJlyXRRHW1hqZy"":[""Venture Capital""]},""foreignRowIdOrder"":[""reclJlyXRRHW1hqZy""]}","San Francisco, CA",https://www.crunchbase.com/person/jacqueline-lesage-krause,https://www.linkedin.com/in/jacquelinelesagekrause/
Connie Sheng,"Co-Founder, Managing Director",Female,[object Object],"{""valuesByForeignRowId"":{""recfqjKJ61iH4ChrN"":[""Venture Capital""]},""foreignRowIdOrder"":[""recfqjKJ61iH4ChrN""]}","San Francisco, CA",https://www.crunchbase.com/person/connie-sheng,https://www.linkedin.com/in/connie-sheng-4045a/
Lindsay Karas,Operating Partner -  Chief Legal ,Female,[object Object],"{""valuesByForeignRowId"":{""rec6QvlwKxCcitgcG"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec6QvlwKxCcitgcG""]}","Columbus, OH",https://www.crunchbase.com/person/lindsay-karas,https://www.linkedin.com/in/lindsaykaras/
Ivan Alo,Co-founder & Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recXWrKYGAV3Whuxh"":[""Venture Capital""]},""foreignRowIdOrder"":[""recXWrKYGAV3Whuxh""]}","New York, NY",https://www.crunchbase.com/person/ivan-alo,https://www.linkedin.com/in/ivan-alo-a0246631/
Carmen Chang,"General Partner, Chairman and Head, Asia",Female,[object Object],"{""valuesByForeignRowId"":{""rec9aQiNqsw2PvOKm"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9aQiNqsw2PvOKm""]}","San Francisco, CA",https://www.crunchbase.com/person/carmen-chang,https://www.linkedin.com/pub/carmen-chang/11/222/942
Carol Gallagher,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec9aQiNqsw2PvOKm"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9aQiNqsw2PvOKm""]}","San Diego, CA",https://www.crunchbase.com/person/carol-gallagher,http://www.linkedin.com/pub/carol-gallagher/2/598/792
Dayna Grayson,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec9aQiNqsw2PvOKm"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9aQiNqsw2PvOKm""]}","Washington, DC",https://www.crunchbase.com/person/dayna-grayson,https://www.linkedin.com/pub/dayna-grayson/0/750/15/
Sara Nayeem,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec9aQiNqsw2PvOKm"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9aQiNqsw2PvOKm""]}","Washington, DC",https://www.crunchbase.com/person/sara-nayeem,http://www.linkedin.com/pub/sara-nayeem/15/928/26b
Vanessa Larco,Partner,"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""rec9aQiNqsw2PvOKm"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9aQiNqsw2PvOKm""]}","San Francisco, CA",https://www.crunchbase.com/person/vanessa-larco,https://www.linkedin.com/in/vanessalarco
Melissa Taunton,Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""rec9aQiNqsw2PvOKm"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""rec9aQiNqsw2PvOKm""]}","San Francisco, CA",https://www.crunchbase.com/person/melissa-taunton,https://www.linkedin.com/pub/melissa-taunton/12/90/549
Jeani Delagardelle,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recdw4rmC9LlZcWEQ"":[""Venture Capital""]},""foreignRowIdOrder"":[""recdw4rmC9LlZcWEQ""]}","San Francisco, CA",https://www.crunchbase.com/person/jeani-delagardelle,http://www.linkedin.com/pub/jeani-delagardelle/6/82a/52b
Elizabeth Wills Chou,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec1WpozNa5aJ9ok2"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec1WpozNa5aJ9ok2""]}","Hartford, CT",https://www.crunchbase.com/person/elizabeth-wills-chou,https://www.linkedin.com/in/elizabethwillschou/
Angela Benton,Founder & CEO,"Female, PoC","[object Object], [object Object]","{""valuesByForeignRowId"":{""recz3jrS1jbovZxRE"":[""Accelerator""],""rechsJyN9z9JgMG5G"":[""Venture Capital""]},""foreignRowIdOrder"":[""recz3jrS1jbovZxRE"",""rechsJyN9z9JgMG5G""]}","San Francisco, CA",https://www.crunchbase.com/person/angela-benton,http://www.linkedin.com/in/abenton
Eva Riesenhuber,Partner & CFO,Female,[object Object],"{""valuesByForeignRowId"":{""recOVk2WkZlnDHD78"":[""Venture Capital""]},""foreignRowIdOrder"":[""recOVk2WkZlnDHD78""]}","Munich, Germany",https://www.crunchbase.com/person/eva-riesenhuber,https://www.linkedin.com/in/dr-eva-riesenhuber-93b22767/
Susana Quintana-Plaza,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recOVk2WkZlnDHD78"":[""Venture Capital""]},""foreignRowIdOrder"":[""recOVk2WkZlnDHD78""]}","London, United Kingdom",https://www.crunchbase.com/person/susana-quintana-plaza,https://www.linkedin.com/in/susanaquintanaplaza/
Rohini Chakravarthy,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rec9S4lQvzLdRriTG"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9S4lQvzLdRriTG""]}","Palo Alto, CA",https://www.crunchbase.com/person/rohini-chakravarthy,
Simeon Iheagwam,Founder,PoC,[object Object],"{""valuesByForeignRowId"":{""reccNK76dqKLhKlA9"":[""Venture Capital"",""Angel""]},""foreignRowIdOrder"":[""reccNK76dqKLhKlA9""]}","New York, NY",https://www.crunchbase.com/organization/noemis-ventures,https://www.linkedin.com/company/noemis-ventures/
Carmichael Roberts,General Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""reccBNcxIl8kzxaUZ"":[""Venture Capital""]},""foreignRowIdOrder"":[""reccBNcxIl8kzxaUZ""]}","Boston, MA",https://www.crunchbase.com/person/carmichael-roberts,https://www.linkedin.com/in/carmichaelsroberts
Lisa Wu,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recHWsrbG42sYoz45"":[""Venture Capital""]},""foreignRowIdOrder"":[""recHWsrbG42sYoz45""]}","San Francisco, CA",https://www.crunchbase.com/person/lisa-wu,http://www.linkedin.com/pub/lisa-wu/4/31/519
Priti Youssef Choksi,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recHWsrbG42sYoz45"":[""Venture Capital""]},""foreignRowIdOrder"":[""recHWsrbG42sYoz45""]}","San Francisco, CA",https://www.crunchbase.com/person/priti-choksi,https://www.linkedin.com/in/pritichoksi/
Sonya Brown,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recHWsrbG42sYoz45"":[""Venture Capital""]},""foreignRowIdOrder"":[""recHWsrbG42sYoz45""]}","Menlo Park, CA",https://www.crunchbase.com/person/sonya-brown,https://www.linkedin.com/in/brownsonya
Simita Bose,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""reclGJM4buzoHTLAh"":[""Venture Capital""]},""foreignRowIdOrder"":[""reclGJM4buzoHTLAh""]}","Arlington, VA",https://www.crunchbase.com/person/simita-bose,http://www.linkedin.com/in/simitabose
Nancy Floyd,Founder and Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""reczlnoOxDO4LZhDG"":[""Venture Capital""]},""foreignRowIdOrder"":[""reczlnoOxDO4LZhDG""]}","San Francisco, CA",https://www.crunchbase.com/person/nancy-floyd,http://www.linkedin.com/pub/nancy-floyd/0/768/bb1
Annie Lamont,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""receV3w7bN6Gnu9Jg"":[""Venture Capital""]},""foreignRowIdOrder"":[""receV3w7bN6Gnu9Jg""]}","New York, NY",https://www.crunchbase.com/person/annie-lamont,https://www.linkedin.com/in/annielamont/
Patricia Kemp,General Partner,Female,[object Object],"{""valuesByForeignRowId"":{""receV3w7bN6Gnu9Jg"":[""Venture Capital""]},""foreignRowIdOrder"":[""receV3w7bN6Gnu9Jg""]}","Greenwich, CT",https://www.crunchbase.com/person/patricia-kemp,https://www.linkedin.com/in/patriciafkemp/
Sharon Stevenson,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recuwzCam7kjA4w1F"":[""Venture Capital""]},""foreignRowIdOrder"":[""recuwzCam7kjA4w1F""]}","Laguna Beach, CA",https://www.crunchbase.com/person/sharon-stevenson,https://www.linkedin.com/in/sharon-stevenson-8b34682/
Devon McDonald,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recXYVRO0qdpSK21M"":[""Venture Capital""]},""foreignRowIdOrder"":[""recXYVRO0qdpSK21M""]}","Boston, MA",https://www.crunchbase.com/person/devon-mcdonald,https://www.linkedin.com/in/devonemcdonald/
Elizabeth Cain,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recXYVRO0qdpSK21M"":[""Venture Capital""]},""foreignRowIdOrder"":[""recXYVRO0qdpSK21M""]}","Boston, MA",https://www.crunchbase.com/person/elizabeth-cain,https://www.linkedin.com/in/lizcain
Michael Madison,Director-Genesis & Founding Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""rec7O4OsAnaprfgWL"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec7O4OsAnaprfgWL""]}","San Francisco, CA",https://www.crunchbase.com/person/michael-madison,https://www.linkedin.com/in/michaelmadison/
Eren Ozmen,Co-Founder,Female,[object Object],"{""valuesByForeignRowId"":{""rec1037O8I1CQTFUt"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec1037O8I1CQTFUt""]}","Reno, NV",https://www.crunchbase.com/person/eren-ozmen,
Mar Hershenson,"Founder, Managing Partner",Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""recFJ5kGkYgWE7oXD"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""recFJ5kGkYgWE7oXD""]}","San Francisco, CA",https://www.crunchbase.com/person/mar-hershenson,https://www.linkedin.com/in/mar-hershenson-b21395
Joseph Beard,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recR9mhuYVGvW1CQw"":[""Venture Capital""]},""foreignRowIdOrder"":[""recR9mhuYVGvW1CQw""]}","Dallas, TX",https://www.crunchbase.com/person/joseph-beard,https://www.linkedin.com/in/josephabeard
Kneeland Youngblood,Founding Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""reczRzBEP0MGumoXi"":[""Venture Capital""]},""foreignRowIdOrder"":[""reczRzBEP0MGumoXi""]}","Dallas, TX",https://www.crunchbase.com/person/kneeland-youngblood,
Sarah Hodges,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recMGKLVOqICknwER"":[""Venture Capital""]},""foreignRowIdOrder"":[""recMGKLVOqICknwER""]}","Boston, MA",https://www.crunchbase.com/person/sarah-hodges,http://www.linkedin.com/in/sarahhodges1
Tiffany Zhong,Founder,Female,[object Object],"{""valuesByForeignRowId"":{""recDJBmkEt8h77xX4"":[""Venture Capital"",""Angel""]},""foreignRowIdOrder"":[""recDJBmkEt8h77xX4""]}","San Francisco, CA, Los Angeles, CA",https://www.crunchbase.com/person/tiffany-zhong,https://www.linkedin.com/in/tzhongg/
Tracy Saxton,Founder & Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recQnPeHoEcLLHrsS"":[""Venture Capital""]},""foreignRowIdOrder"":[""recQnPeHoEcLLHrsS""]}","San Francisco, CA",https://www.crunchbase.com/person/tracy-saxton,http://www.linkedin.com/pub/tracy-saxton/8/923/629
Laurence Toney,Partner,PoC,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recBt3PlMDITRvkru"":[""Venture Capital""],""recnadKfeM42TBxwh"":[""Venture Capital""]},""foreignRowIdOrder"":[""recBt3PlMDITRvkru"",""recnadKfeM42TBxwh""]}","San Francisco, CA",https://www.crunchbase.com/person/laurence-toney,
Angela Jackson,Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recCkz0tvD0MAkiO6"":[""Venture Capital""]},""foreignRowIdOrder"":[""recCkz0tvD0MAkiO6""]}","Portland, OR",https://www.crunchbase.com/person/angela-jackson,
Barry Adams,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""rec9GcmcZYW5HDmV7"":[""Venture Capital""]},""foreignRowIdOrder"":[""rec9GcmcZYW5HDmV7""]}","Des Moines, IA",https://www.crunchbase.com/person/barry-adams-23be,https://www.linkedin.com/in/barry-m-adams-a24325b/
Charles Hudson,Managing Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recoFHf0JVQexzGFn"":[""Venture Capital""]},""foreignRowIdOrder"":[""recoFHf0JVQexzGFn""]}","San Francisco, CA",https://www.crunchbase.com/person/charles-hudson,http://www.linkedin.com/in/chudson
Victoria Beasley,Principal,Female,[object Object],"{""valuesByForeignRowId"":{""recr4l4C2npipxcW3"":[""Venture Capital""]},""foreignRowIdOrder"":[""recr4l4C2npipxcW3""]}","San Francisco, CA",,https://www.linkedin.com/in/vbeasley/
Julie Sandler,Managing Director,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recsgJwYyGso7sYbO"":[""Venture Capital""],""recsKiX1AMJt3BRyB"":[""Venture Capital""]},""foreignRowIdOrder"":[""recsgJwYyGso7sYbO"",""recsKiX1AMJt3BRyB""]}","Seattle, WA",https://www.crunchbase.com/organization/psl-ventures#section-overview,https://www.linkedin.com/company/pioneer-square-labs
Craig Vaughn,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recOPUmEkOxUapo0Q"":[""Venture Capital""]},""foreignRowIdOrder"":[""recOPUmEkOxUapo0Q""]}","Los Angeles, CA",https://www.crunchbase.com/person/craig-vaughan-2,
Nasir Jones,Partner,PoC,[object Object],"{""valuesByForeignRowId"":{""recOPUmEkOxUapo0Q"":[""Venture Capital""]},""foreignRowIdOrder"":[""recOPUmEkOxUapo0Q""]}","New York, NY",https://www.crunchbase.com/person/nasir-bin-olu-dara-jones,
Monica Brand Engel,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recSLHwkijfkT7udb"":[""Venture Capital""]},""foreignRowIdOrder"":[""recSLHwkijfkT7udb""]}","Washington, DC",https://www.crunchbase.com/person/monica-brand-engel,https://www.linkedin.com/in/monicabrandengel
Pedro Torres Picon,Founder,PoC,[object Object],"{""valuesByForeignRowId"":{""rect6hdicZ1PzAKUS"":[""Venture Capital""]},""foreignRowIdOrder"":[""rect6hdicZ1PzAKUS""]}","New York, NY",https://www.crunchbase.com/person/pedro-torres,
Jennifer Zhu Scott,Partner,Female,[object Object],"{""valuesByForeignRowId"":{""rech2vE8cmZ3I0EIt"":[""Angel""]},""foreignRowIdOrder"":[""rech2vE8cmZ3I0EIt""]}","Hong Kong, Hong Kong Island",,
Kat Taylor,Co-Founder and Managing Partner,Female,[object Object],"{""valuesByForeignRowId"":{""recRZ6eQEazFmTB43"":[""Venture Capital""]},""foreignRowIdOrder"":[""recRZ6eQEazFmTB43""]}","Oakland, CA",https://www.crunchbase.com/person/kat-taylor,
Jennifer Carolan,Co-Founder & General Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""recEDKe8JTlKUdS1K"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""recEDKe8JTlKUdS1K""]}","Palo Alto, CA",https://www.crunchbase.com/person/jennifer-carolan,http://www.linkedin.com/in/jcarolan
Shauntel Poulson,Founder & General Partner,"PoC, Female","[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""recEDKe8JTlKUdS1K"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""recEDKe8JTlKUdS1K""]}","Palo Alto, CA",https://www.crunchbase.com/person/shauntel-poulson,
Wayee Chu,General Partner,Female,"[object Object], [object Object]","{""valuesByForeignRowId"":{""recyRZPDyRts2G9fs"":[""Angel Network""],""recEDKe8JTlKUdS1K"":[""Venture Capital""]},""foreignRowIdOrder"":[""recyRZPDyRts2G9fs"",""recEDKe8JTlKUdS1K""]}","San Francisco, CA",https://www.crunchbase.com/person/wayee-chu,https://www.linkedin.com/pub/wayee-chu/1/60/725
Sapna A Shah,Angel (Red Giraffe Advisors),"Female, PoC",[object Object],"{""valuesByForeignRowId"":{""recionVkp9dH5YfVP"":[""Angel""]},""foreignRowIdOrder"":[""recionVkp9dH5YfVP""]}","New York, NY",https://www.crunchbase.com/person/sapna-shah-2,https://www.linkedin.com/in/sapnaashah/
Annie Kadavy,Managing Director,Female,[object Object],"{""valuesByForeignRowId"":{""recjakvdHLuFi9ldT"":[""Venture Capital""]},""foreignRowIdOrder"":[""recjakvdHLuFi9ldT""]}","San Francisco, CA",https://www.crunchbase.com/person/annie-kadavy,http://www.linkedin.com/in/anniekadavy
Astasia Myers,Principal,Female,[object Object],"{""valuesByForeignRowId"":{""recjakvdHLuFi9ldT"":[""Venture Capital""]},""foreignRowIdOrder"":[""recjakvdHLuFi9ldT""]}",,https://www.crunchbase.com/person/astasia-myers,https://www.linkedin.com/in/astasia-myers-91a45640
Medha Agarwal,Principal,Female,[object Object],"{""valuesByForeignRowId"":{""recjakvdHLuFi9ldT"":[""Venture Capital""]},""foreignRowIdOrder"":[""recjakvdHLuFi9ldT""]}",,,
Brian Laung Aoaeh,"Co-Founder, General Partner",PoC,[object Object],,"New York, NY",https://www.crunchbase.com/person/brian-laung-aoaeh,https://www.linkedin.com/in/supplychainoptimization/
